s_hat,z,rhs,violation
"[[5], [14, 20, 34, 37, 40, 47, 51, 56, 57, 73, 75], [2, 4, 6, 11, 15, 16, 19, 27, 28, 31, 32, 35, 36, 44, 53, 58, 59, 60, 62, 64, 65, 69, 72], [4, 5, 6, 7, 11, 19, 22, 25, 26, 27, 28, 31, 32, 33, 35, 36, 39, 41, 42, 45, 49, 52, 53, 54, 55, 59, 60, 62, 65, 66, 67, 68, 69, 72], [3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 18, 19, 20, 22, 23, 24, 25, 26, 28, 29, 30, 33, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 61, 63, 66, 67, 68, 70, 71, 73, 75], [3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 52, 53, 54, 55, 56, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75], [2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76]]","[2.0000000000000004, 4.0, 5.969036697247701, 7.807339449541288, 9.78784403669725, 11.626146788990825, 13.784977064220184]","[2, 4, 6, 8, 10, 12, 14]","[-4.440892098500626e-16, 0.0, 0.030963302752298638, 0.19266055045871244, 0.21215596330275055, 0.373853211009175, 0.21502293577981568]"
"[[5], [9, 10, 20, 21, 22, 23, 32, 40, 41, 60, 65, 75], [6, 9, 10, 11, 20, 21, 22, 23, 24, 30, 32, 40, 41, 45, 47, 48, 55, 57, 60, 63, 65, 74, 75, 76], [2, 3, 7, 9, 10, 14, 17, 18, 20, 21, 22, 23, 24, 27, 28, 29, 31, 32, 33, 34, 36, 37, 39, 40, 41, 46, 47, 49, 50, 54, 57, 58, 60, 62, 63, 65, 66, 69, 71, 75], [2, 3, 6, 7, 9, 10, 11, 14, 17, 18, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 54, 55, 57, 58, 60, 62, 63, 65, 66, 69, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 2.7272727272727257, 3.818181818181821, 5.454545454545453, 6.909090909090908, 7.8181818181818095, 14.0]","[2, 4, 6, 8, 10, 12, 14]","[0.0, 1.2727272727272743, 2.181818181818179, 2.5454545454545467, 3.0909090909090917, 4.1818181818181905, 0.0]"
"[[5], [14, 20, 37, 40, 47, 51, 56, 57, 71, 73, 75], [5, 6, 7, 10, 19, 25, 26, 28, 33, 39, 41, 42, 45, 49, 52, 53, 54, 55, 66, 67, 68, 70], [3, 5, 7, 10, 14, 18, 22, 24, 25, 26, 30, 33, 37, 39, 40, 41, 42, 45, 47, 49, 52, 54, 55, 56, 61, 63, 66, 67, 68, 70, 73, 75], [2, 4, 5, 6, 7, 10, 11, 15, 16, 19, 22, 25, 26, 27, 28, 31, 32, 33, 35, 36, 39, 41, 42, 43, 44, 45, 49, 50, 52, 53, 54, 55, 58, 59, 60, 62, 64, 65, 66, 67, 68, 69, 70, 72], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 42, 44, 45, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 75], [2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 4.0, 5.992226540810624, 7.857856746252078, 9.785674625208205, 11.602443087173802, 13.73570238756253]","[2, 4, 6, 8, 10, 12, 14]","[0.0, 0.0, 0.007773459189375664, 0.14214325374792214, 0.2143253747917946, 0.3975569128261984, 0.2642976124374705]"
"[[5], [2, 10, 31, 37, 38, 57, 65, 71, 73], [3, 4, 8, 15, 16, 21, 23, 27, 34, 39, 40, 47, 50, 58, 59, 60, 64, 66], [2, 5, 7, 10, 14, 24, 28, 29, 31, 32, 33, 37, 38, 45, 46, 48, 56, 57, 63, 65, 68, 69, 71, 72], [2, 5, 7, 10, 14, 24, 28, 29, 31, 32, 33, 37, 38, 44, 45, 46, 48, 52, 54, 56, 57, 61, 62, 63, 65, 68, 69, 71, 72, 74], [2, 5, 6, 7, 9, 10, 14, 20, 24, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 42, 45, 46, 47, 48, 51, 53, 56, 57, 61, 63, 64, 65, 68, 69, 71, 72, 73, 74], [2, 3, 5, 6, 7, 9, 10, 14, 17, 20, 21, 24, 27, 28, 29, 31, 32, 33, 34, 35, 37, 38, 39, 42, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 60, 61, 62, 63, 64, 65, 66, 68, 69, 71, 72, 73, 74], [2, 3, 5, 6, 7, 9, 10, 13, 14, 17, 20, 21, 22, 24, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 71, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76]]","[2.0, 4.0, 6.0, 8.000000000000004, 10.000000000000014, 11.999470268838575, 13.999999999999993, 15.999999999999998, 17.842316690946042]","[2, 4, 6, 8, 10, 12, 14, 16, 18]","[0.0, 0.0, 0.0, -3.552713678800501e-15, -1.4210854715202004e-14, 0.0005297311614249622, 7.105427357601002e-15, 1.7763568394002505e-15, 0.157683309053958]"
"[[8], [5, 7, 9, 10, 13, 33, 41, 45, 50, 66, 68, 70], [5, 6, 7, 9, 10, 13, 19, 22, 25, 26, 30, 33, 39, 41, 42, 45, 49, 50, 52, 54, 55, 66, 67, 68, 70], [2, 5, 6, 7, 9, 10, 13, 16, 19, 22, 25, 26, 28, 30, 31, 32, 33, 35, 39, 41, 42, 45, 49, 50, 52, 53, 54, 55, 59, 60, 65, 66, 67, 68, 69, 70], [2, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16, 19, 22, 25, 26, 27, 28, 30, 31, 32, 33, 35, 36, 39, 41, 42, 43, 44, 45, 49, 50, 52, 53, 54, 55, 58, 59, 60, 62, 64, 65, 66, 67, 68, 69, 70, 72], [2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16, 18, 19, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 75], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 2.69036169767928, 3.614886054777335, 5.516621367342671, 6.602550700397236, 8.587079238971354, 11.537110600041808]","[2, 4, 6, 8, 10, 12, 14]","[0.0, 1.30963830232072, 2.385113945222665, 2.4833786326573293, 3.397449299602764, 3.412920761028646, 2.4628893999581916]"
"[[5], [30, 43, 68, 69], [2, 25, 28, 30, 43, 47, 68, 69], [2, 13, 20, 25, 28, 30, 43, 47, 56, 63, 68, 69, 76], [10, 11, 15, 18, 23, 44, 50, 57, 66, 68, 69, 75], [10, 11, 15, 18, 23, 44, 46, 50, 55, 57, 66, 68, 69, 75], [6, 7, 10, 11, 14, 15, 18, 23, 29, 44, 46, 55, 57, 66, 68, 69, 70, 75], [6, 7, 10, 11, 14, 15, 18, 23, 24, 26, 27, 29, 32, 44, 46, 50, 55, 57, 66, 68, 69, 75], [6, 7, 10, 11, 14, 15, 18, 23, 26, 27, 29, 32, 35, 44, 46, 50, 52, 55, 57, 64, 66, 68, 69, 73, 75], [3, 6, 7, 10, 11, 13, 14, 15, 18, 20, 23, 24, 26, 29, 30, 32, 43, 44, 46, 47, 49, 50, 55, 56, 57, 66, 68, 69, 70, 75, 76], [2, 3, 6, 7, 10, 11, 13, 14, 15, 18, 20, 23, 25, 26, 28, 29, 30, 32, 43, 44, 46, 47, 48, 49, 50, 55, 56, 57, 63, 66, 67, 68, 69, 70, 74, 75, 76], [2, 3, 6, 7, 10, 11, 12, 13, 14, 15, 18, 20, 23, 24, 25, 26, 28, 29, 30, 32, 38, 41, 43, 44, 46, 47, 48, 49, 50, 55, 56, 57, 63, 66, 68, 69, 70, 74, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 43, 44, 46, 47, 48, 49, 50, 54, 55, 56, 57, 59, 63, 66, 67, 68, 69, 70, 71, 74, 75, 76], [2, 3, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 23, 24, 25, 26, 27, 28, 29, 30, 32, 34, 38, 41, 43, 44, 46, 47, 48, 49, 50, 53, 54, 55, 56, 57, 63, 66, 67, 68, 69, 70, 71, 74, 75, 76], [2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 23, 24, 25, 28, 30, 31, 34, 36, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 56, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 38, 41, 43, 44, 46, 47, 48, 49, 50, 53, 54, 55, 56, 57, 59, 60, 63, 64, 66, 67, 68, 69, 70, 71, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 36, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 3.6986072118414155, 5.6986072118414155, 7.813302665601009, 9.745743352702535, 11.749388701632205, 13.718604502786782, 15.672805378982758, 17.720243219161887, 19.712505305902738, 21.737360177259944, 23.71929565385927, 25.752551814694208, 27.710905635336665, 29.718416116821885, 31.70756419966252, 33.6455510017766, 35.588325947167796, 37.643203825362185, 39.61158758850467, 41.87465047459777]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42]","[0.0, 0.3013927881585845, 0.3013927881585845, 0.18669733439899083, 0.2542566472974652, 0.2506112983677955, 0.281395497213218, 0.3271946210172416, 0.2797567808381132, 0.287494694097262, 0.2626398227400557, 0.28070434614073037, 0.24744818530579238, 0.2890943646633346, 0.281583883178115, 0.2924358003374792, 0.3544489982233969, 0.41167405283220404, 0.35679617463781454, 0.3884124114953309, 0.12534952540222832]"
"[[5], [4, 8, 15, 27, 31, 45, 50, 51, 55, 70, 71], [11, 16, 23, 24, 28, 34, 35, 36, 38, 41, 42, 46, 48, 56, 57, 63, 69, 74], [2, 7, 8, 9, 10, 12, 13, 17, 18, 21, 29, 30, 32, 33, 37, 39, 40, 43, 47, 50, 51, 52, 54, 59, 60, 62, 64, 67, 76], [2, 4, 5, 6, 8, 10, 12, 13, 14, 15, 17, 18, 21, 26, 27, 29, 30, 31, 37, 39, 40, 43, 44, 45, 47, 49, 50, 51, 52, 54, 55, 58, 59, 60, 61, 64, 65, 66, 67, 70, 71], [4, 5, 8, 10, 12, 13, 15, 16, 17, 18, 20, 22, 24, 25, 26, 27, 28, 31, 34, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 68, 70, 71, 72, 74], [2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 25, 26, 27, 28, 29, 30, 31, 33, 34, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 70, 71, 74, 75, 76], [2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 74, 75, 76]]","[2.0, 3.999999999999999, 6.0, 7.999999999999999, 10.000000000000004, 11.98183270113796, 13.891595128768213, 15.805350369335189]","[2, 4, 6, 8, 10, 12, 14, 16]","[0.0, 8.881784197001252e-16, 0.0, 8.881784197001252e-16, -3.552713678800501e-15, 0.01816729886203916, 0.10840487123178733, 0.1946496306648111]"
"[[2, 9, 25, 30, 31, 43, 47, 59, 65], [2, 3, 7, 9, 25, 29, 30, 31, 43, 47, 50, 55, 59, 65, 75], [2, 3, 7, 9, 25, 29, 30, 31, 43, 47, 50, 55, 59, 65, 75], [2, 7, 9, 10, 11, 15, 18, 23, 25, 29, 30, 31, 43, 44, 46, 47, 55, 57, 59, 65, 66, 70], [2, 7, 9, 10, 11, 15, 18, 23, 25, 29, 30, 31, 43, 44, 46, 47, 55, 57, 59, 65, 66, 70], [2, 7, 9, 10, 11, 15, 18, 23, 25, 29, 30, 31, 43, 44, 46, 47, 55, 57, 59, 65, 66, 70], [2, 7, 9, 10, 11, 15, 18, 23, 25, 29, 30, 31, 43, 44, 46, 47, 55, 57, 59, 65, 66, 70], [2, 3, 7, 9, 10, 11, 15, 18, 23, 25, 29, 30, 31, 43, 44, 46, 47, 50, 55, 57, 59, 65, 66, 70, 75], [2, 3, 7, 9, 10, 11, 15, 18, 23, 25, 29, 30, 31, 43, 44, 46, 47, 50, 55, 56, 57, 59, 65, 66, 68, 69, 70, 75, 76], [2, 3, 7, 8, 9, 10, 11, 13, 15, 18, 20, 23, 24, 25, 28, 29, 30, 31, 34, 43, 44, 46, 47, 50, 54, 55, 56, 57, 59, 63, 65, 66, 67, 68, 69, 70, 71, 75, 76], [2, 3, 7, 8, 9, 10, 11, 12, 13, 15, 18, 20, 23, 24, 25, 28, 29, 30, 31, 34, 43, 44, 46, 47, 50, 53, 54, 55, 56, 57, 59, 60, 63, 65, 66, 67, 68, 69, 70, 71, 75, 76], [2, 3, 7, 8, 9, 10, 11, 12, 13, 15, 18, 20, 23, 24, 25, 28, 29, 30, 31, 34, 43, 44, 46, 47, 50, 53, 54, 55, 56, 57, 59, 60, 63, 65, 66, 67, 68, 69, 70, 71, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 43, 44, 46, 47, 50, 53, 54, 55, 56, 57, 59, 60, 63, 64, 65, 66, 67, 68, 69, 70, 71, 75, 76], [2, 3, 7, 8, 9, 10, 11, 12, 13, 15, 18, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 34, 39, 43, 44, 46, 47, 50, 52, 53, 54, 55, 56, 57, 59, 60, 63, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 39, 43, 44, 46, 47, 50, 52, 53, 54, 55, 56, 57, 59, 60, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 39, 43, 44, 46, 47, 50, 52, 53, 54, 55, 56, 57, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 38, 39, 41, 43, 44, 46, 47, 50, 52, 53, 54, 55, 56, 57, 59, 60, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 38, 39, 41, 43, 44, 46, 47, 50, 52, 53, 54, 55, 56, 57, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 38, 39, 41, 43, 44, 46, 47, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 38, 39, 41, 43, 44, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 18.0, 24.0, 34.0]","[4, 8, 8, 14, 14, 14, 14, 16, 18, 22, 24, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42]","[4.0, 8.0, 8.0, 14.0, 14.0, 14.0, 14.0, 16.0, 17.0, 21.0, 23.0, 23.0, 24.0, 25.0, 26.0, 26.0, 26.0, 24.0, 20.0, 16.0, 8.0]"
"[[10, 12, 17, 18, 37, 39, 40, 47, 59, 64], [10, 12, 17, 18, 37, 39, 40, 47, 59, 64], [8, 10, 12, 13, 17, 18, 26, 37, 39, 40, 43, 47, 50, 51, 54, 55, 58, 59, 60, 61, 64, 65], [8, 10, 12, 13, 17, 18, 26, 28, 34, 37, 39, 40, 41, 43, 46, 47, 50, 51, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 74], [4, 5, 8, 10, 12, 13, 15, 16, 17, 18, 22, 24, 26, 27, 28, 31, 34, 37, 39, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 70, 71, 72, 74], [3, 4, 5, 8, 10, 12, 13, 15, 16, 17, 18, 20, 22, 24, 25, 26, 27, 28, 31, 34, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 68, 70, 71, 72, 74], [3, 4, 5, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 31, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 68, 69, 70, 71, 72, 74], [2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 76]]","[1.7244546498277886, 1.7244546498277868, 2.4615384615384643, 4.461538461538464, 5.956371986222736, 7.814006888633758, 9.814006888633752, 13.192881745120552]","[4, 4, 6, 8, 10, 12, 14, 16]","[2.2755453501722114, 2.275545350172213, 3.5384615384615357, 3.5384615384615357, 4.043628013777264, 4.185993111366242, 4.185993111366248, 2.807118254879448]"
"[[37, 40, 75], [2, 4, 15, 16, 31, 32, 35, 36, 37, 40, 44, 58, 59, 60, 64, 65, 69, 72, 75], [2, 4, 5, 6, 7, 11, 15, 16, 19, 27, 28, 31, 32, 33, 35, 36, 37, 40, 41, 44, 45, 49, 50, 52, 53, 54, 55, 58, 59, 60, 62, 64, 65, 66, 67, 68, 69, 72, 75], [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 19, 27, 28, 31, 32, 33, 35, 36, 37, 40, 41, 44, 45, 49, 50, 52, 53, 54, 55, 58, 59, 60, 62, 64, 65, 66, 67, 68, 69, 70, 72, 75], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75]]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 3.0]","[2, 4, 8, 8, 12, 12, 14]","[2.0, 4.0, 7.0, 7.0, 11.0, 11.0, 11.0]"
